APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Management Contact Phone,lon,lat,Property on Map,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
4006016026,01/06/2020,Single Family,3321 W 66TH PL,LOS ANGELES,CA,90043,8,PennyMac Loan Services,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.33024,33.97883,POINT (-118.33024 33.97883),23674,755,353,7,14,24
6121006027,01/06/2020,Single Family,728 W 165TH PL,LOS ANGELES,CA,90247,15,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.28795,33.88066,POINT (-118.28795 33.88066),24684,942,1197,7,15,53
2727012032,02/12/2020,Single Family,9830 N GLADE AVE,LOS ANGELES,CA,91311,12,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,The Herac Group,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,909-481-1100,-118.60812,34.249,POINT (-118.60812 34.249),4284,96,1418,,2,43
5023001010,02/27/2020,Multi-Family,4112 S 9TH AVE,LOS ANGELES,CA,90008,10,"Toorak Capital Partners, LLC",Elite Servicing,860-432-5858,Edgestone Real Estate Inc,Sebastian Stofenmacher,654  N Virgil AVE 201 Los Angeles CA 90004,818-464-5113,-118.32692,34.00956,POINT (-118.32692 34.00956),22725,749,1021,7,12,54
2128002124,01/14/2020,Single Family,6501  VANALDEN AVE,LOS ANGELES,CA,91335,3,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Aaron Trevethan,27071   Cabot RD 119 LAGUNA HILLS CA 92653,949-612-0342,-118.54926,34.18884,POINT (-118.54926 34.18884),18909,266,309,,4,12
2027001023,02/14/2020,Single Family,7645 N ATRON AVE,LOS ANGELES,CA,91304,12,Bayview Loan Servicing Jefferson,Eric Moore,877-338-3791,"Zieve, Brodnax, & Steele, LLP c/o Bron Inc",Bron Inc,30   Corporate PARK 450 IRVINE CA 92606,877-338-3791,-118.63793,34.20955,POINT (-118.63793 34.20955),4279,283,1471,,2,44
5005001015,03/18/2020,Multi-Family,5740 S 3RD AVE,LOS ANGELES,CA,90043,8,LAKEVIEW LOAN SERVICING,Bruni Velazquez,757-955-8014,"Incorp Services, Inc",Registrations Department,5716   Corsa Ave Suite 110   Westlake Village CA 91362,888-727-6303,-118.32023,33.98977,POINT (-118.32023 33.98977),23674,752,1046,7,14,24
2217006054,02/19/2020,Single Family,7024 N LENNOX AVE,VAN NUYS,CA,91405,6,Bank of the West,Tarah Tullberg,800-545-8180,Bank of the West,Tarah Tullberg,915   Wilshire BLVD 100 Los Angeles CA 90017,800-545-8180,-118.44529,34.1983,POINT (-118.44529 34.1983),19733,233,880,,3,18
2671015013,01/27/2020,Single Family,16119 W GLEDHILL ST,LOS ANGELES,CA,91343,12,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.48355,34.24198,POINT (-118.48355 34.24198),18914,117,1096,,2,88
5469002025,01/07/2020,Multi-Family,5113 1/2 E MIRIAM ST,LOS ANGELES,CA,90042,1,Scott Capital Management Fund 1,John Scott,608-334-4144,LRES Corp.,Kathy Golden,765   The City Drive South  300 Orange CA 92868,800-434-6125,-118.20499,34.11527,POINT (-118.20499 34.11527),23673,368,586,,11,93
5066022004,01/06/2020,Single Family,1711 S OGDEN DR,LOS ANGELES,CA,90019,10,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,-118.36641,34.04491,POINT (-118.36641 34.04491),23080,643,1350,,12,23
5002028005,01/06/2020,Single Family,1143 W 53RD ST,LOS ANGELES,CA,90037,9,Mr. Cooper,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.2952,33.99424,POINT (-118.2952 33.99424),23668,744,1155,7,13,2
5217007005,03/03/2020,Single Family,2810 N BALLARD ST,LOS ANGELES,CA,90032,14,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,"Kash Construction and Management, INC.",Rob Kash,533  S Los Angeles ST 504 Los Angeles CA 90013,818-636-9795,-118.17475,34.07802,POINT (-118.17475 34.07802),23449,504,775,,9,91
5437003016,01/06/2020,Multi-Family,3019 1/2 W GLENHURST AVE,LOS ANGELES,CA,90039,13,New American Funding,Regina Noble,714-848-7920,SO CAL INSPECTORS INC,SUZANNE PHILLIPS,9525   Stewart and Gray RD  Downey CA 90241,949-445-8824,-118.25379,34.11047,POINT (-118.25379 34.11047),23670,392,583,,8,42
5018020011,01/27/2020,Single Family,722 1/2 W 50TH ST,LOS ANGELES,CA,90037,9,Wells Fargo,Doug Randall,303-470-3633,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,801-461-8200,-118.28638,33.99727,POINT (-118.28638 33.99727),23668,739,989,7,13,2
2532011051,01/28/2020,Single Family,12112 W FOOTHILL BLVD,LOS ANGELES,CA,91342,7,"U.S. Bank National Association, as Indenture Trustee on behalf of and with respect to Ajax Mortgage",Daleana Bautista,503-505-5645,Imperio Realty,Sergio Hernandez,12945   Kelowna ST  Pacoimia CA 97331,818-470-9808,-118.40025,34.27904,POINT (-118.40025 34.27904),18907,17,248,,1,11
2507004083,01/06/2020,Single Family,12567 N BRADLEY AVE,LOS ANGELES,CA,91342,7,M&T Bank - Jefferson Office,Eric Moore,877-338-3791,MSI,Property Preservation,500   Grapeview HWY  Hurst TX 76054,800-346-2432,-118.45136,34.29877,POINT (-118.45136 34.29877),18912,60,1225,,1,47
2654006022,02/05/2020,Single Family,9031 N NOBLE AVE,LOS ANGELES,CA,91343,7,JP Mogan Chase,Kim Boney,904-462-6487,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.46115,34.23451,POINT (-118.46115 34.23451),18914,125,1108,,1,73
6033008005,01/23/2020,Single Family,1305 W 81ST ST,LOS ANGELES,CA,90044,8,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.29854,33.96591,POINT (-118.29854 33.96591),23675,781,1162,7,14,20
2263038084,01/28/2020,Single Family,14807 W OTSEGO ST,LOS ANGELES,CA,91403,4,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.45554,34.16316,POINT (-118.45554 34.16316),19732,248,674,,7,83
5110018024,01/24/2020,Single Family,136 W 48TH ST,LOS ANGELES,CA,90037,9,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,The Herac Group,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,909-481-1100,-118.27531,33.99901,POINT (-118.27531 33.99901),23668,737,655,7,13,
4257002006,03/27/2020,Single Family,2492 S BUNDY DR,LOS ANGELES,CA,90064,11,RoundPoint Mortgage Servicing Corporation,Elizabeth Harting,704-426-8869,Alliance Field Inspection Services attn Assero Services,Richere Laporte,7786   Holland Park ST  Chino CA 91708,866-832-1711,-118.44827,34.02728,POINT (-118.44827 34.02728),24029,890,347,9,10,27
6015003003,01/30/2020,Single Family,1650 W 64TH ST,LOS ANGELES,CA,90047,8,Champion Mortgage,Jennifer Hathaway,972-894-2950,J & J Board Ups,Javier Ortiz,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.3063,33.9813,POINT (-118.3063 33.9813),23678,770,1158,7,14,35
5064008008,03/04/2020,Multi-Family,1732 S HAUSER BLVD,LOS ANGELES,CA,90019,10,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,"Fay Servicing, LLC",Tim McCluskey,440  S LaSalle AVE 2000 Chicago IL 60605,800-617-495,-118.35873,34.04307,POINT (-118.35873 34.04307),23080,652,1110,,12,69
2311010017,01/06/2020,Single Family,7830 N FARMDALE AVE,LOS ANGELES,CA,91605,6,Mr. Cooper,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.38052,34.21297,POINT (-118.38052 34.21297),8888,162,475,,3,14
6041007021,01/06/2020,Single Family,157 E 91ST ST,LOS ANGELES,CA,90003,8,Celink,Daniel Stack,866-727-4303,Red A Ranch,Robert Buchanan,132  N Pine ST A San Gabriel CA 91775,626-287-4431,-118.2719,33.95389,POINT (-118.2719 33.95389),22352,800,358,7,14,45
2272005016,01/08/2020,Single Family,3859 N SHERWOOD PL,LOS ANGELES,CA,91423,4,Celink,Daniel Stack,866-727-4303,Red A Ranch,Robert Buchanan,132  N Pine ST A San Gabriel CA 91775,626-287-4431,-118.43621,34.14136,POINT (-118.43621 34.14136),19736,341,695,,7,83
2027022003,03/11/2020,Single Family,7205 N POMELO DR,LOS ANGELES,CA,91307,12,Central Loan Administration & Reporting,Athena Santos,888-821-6452,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.64821,34.2017,POINT (-118.64821 34.2017),4283,282,1548,,2,44
2134022009,01/13/2020,Single Family,6535 N COMANCHE AVE,LOS ANGELES,CA,91306,3,Azita Frieda Delrahim,Sina Rabizadeh,310-980-3336,Sina Rabizadeh,Sina Rabizadeh,655  N Western AVE  Los Angeles CA 90004,310-980-3336,-118.57231,34.1891,POINT (-118.57231 34.1891),4282,294,318,,4,66
2785015042,01/30/2020,Single Family,18608 W ECCLES ST,LOS ANGELES,CA,91324,12,"The Nearglen Group, Inc.",Yancarlo Rangel,626-733-6826,NULL,NULL,,NULL,-118.53854,34.22362,POINT (-118.53854 34.22362),18513,113,246,,2,65
2369005012,01/22/2020,Single Family,12213 W HILLSLOPE ST,LOS ANGELES,CA,91604,2,JP Morgan Chase NA,Amy Lott,888-310-1506,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.39916,34.14156,POINT (-118.39916 34.14156),8492,352,710,,5,84
6035027016,01/08/2020,Single Family,2055 W 85TH ST,LOS ANGELES,CA,90047,8,Flagstar,Allie Bullard,800-393-4887,BRON Inc.,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,877-338-3791,-118.31527,33.96101,POINT (-118.31527 33.96101),23678,780,1073,7,14,20
2552047031,01/23/2020,Single Family,11062 N TAMBERLY LANE,LOS ANGELES,CA,91042,7,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.29282,34.27013,POINT (-118.29282 34.27013),3222,2,532,8,1,7
5214005055,01/03/2020,Single Family,4515 E TOURMALINE ST,LOS ANGELES,CA,90032,14,PennyMac Loan Services,Eric Moore,877-338-3791,Safeguard,Code Compliance,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,-118.19144,34.07881,POINT (-118.19144 34.07881),23449,500,614,,9,91
4326003067,01/21/2020,Single Family,10550 W WILSHIRE BLVD 1-50,LOS ANGELES,CA,90024,5,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,801-461-8200,-118.43255,34.06277,POINT (-118.43255 34.06277),23442,857,496,9,6,72
2560016017,01/23/2020,Single Family,10315 N WESCOTT AVE,LOS ANGELES,CA,91040,7,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.31764,34.25667,POINT (-118.31764 34.25667),3221,15,1511,,1,7
2166036004,01/16/2020,Single Family,5265 N DEL MORENO DR,LOS ANGELES,CA,91364,3,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.57669,34.16586,POINT (-118.57669 34.16586),19346,311,1492,,4,49
5685026029,01/07/2020,Multi-Family,1835 N WOODROW AVE,LOS ANGELES,CA,90041,14,Celink,Daniel Stack,866-727-4303,Red A Ranch,Robert Buchanan,132  N Pine ST A San Gabriel CA 91775,626-287-4431,-118.21467,34.13038,POINT (-118.21467 34.13038),23672,367,1434,,9,60
2237015007,01/15/2020,Single Family,14318 W HAYNES ST,VAN NUYS,CA,91401,2,ARMEN STEPANYANTS C/O Freedom Mortgage,VPR DEPT,317-537-3748,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.44508,34.18958,POINT (-118.44508 34.18958),19729,236,316,,5,18
2106005025,01/22/2020,Single Family,7713 N QUAKERTOWN AVE,LOS ANGELES,CA,91306,3,BSI Financial Services,customer care,800-327-7861,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,-118.57002,34.21104,POINT (-118.57002 34.21104),4282,273,1543,,4,66
5213007031,01/16/2020,Vacant Residential,3644 N HARRIMAN AVE,LOS ANGELES,CA,90032,14,SoCal Investments,Anthony Sandoval,877-338-3791,SoCal Homes L.A.,Anthony Sandoval,1100   Wilshire BLVD 2811 LOS ANGELES CA 90017,213-373-3484,-118.18268,34.08748,POINT (-118.18268 34.08748),23449,497,374,,9,91
6017022023,03/27/2020,Single Family,2007 W 78TH ST,LOS ANGELES,CA,90047,8,Real Time Resolutions,DAVID ROSAS,888-895-0221,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-380-8752,-118.31376,33.96919,POINT (-118.31376 33.96919),23678,778,354,7,14,20
5161025083,03/16/2020,Multi-Family,267 S SAN PEDRO ST,LOS ANGELES,CA,90012,14,ELLIOT TISHBI,ELLIOT TISHBI,310-989-5084,"HASTTIE SONIA SANJAR, ESQ",HASTTIE SONIA SANJAR,21515   HAWTHORNE BLVD 1130 TORRANCE CA 90503,310-989-5084,-118.24266,34.04781,POINT (-118.24266 34.04781),22728,536,1502,,9,28
2229027020,01/06/2020,Single Family,17536 W HAMLIN ST,LOS ANGELES,CA,91406,6,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.51562,34.1884,POINT (-118.51562 34.1884),19734,260,571,,3,61
6083023011,02/10/2020,Single Family,312 E 118TH PL,LOS ANGELES,CA,90061,15,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Aaron Trevethan,27071   Cabot RD 119 LAGUNA HILLS CA 92653,949-612-0342,-118.26885,33.92542,POINT (-118.26885 33.92542),24355,810,1195,7,15,53
5214022004,01/06/2020,Single Family,2422 N DITMAN AVE,LOS ANGELES,CA,90032,14,Selene Finance - Jefferson Office,Eric Moore,877-338-3791,M&M Mortgage Co,Andrew Nikeli,2031  E Cerritos AVE  Anaheim CA 92806,714-408-2916,-118.18394,34.07372,POINT (-118.18394 34.07372),23449,501,771,,9,91
7416027010,01/23/2020,Single Family,620 N NEPTUNE AVE,LOS ANGELES,CA,90744,15,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.2686,33.77742,POINT (-118.2686 33.77742),3350,965,1560,,15,15
7413008027,01/22/2020,Single Family,1121 W 252ND ST,LOS ANGELES,CA,90710,15,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.29656,33.79583,POINT (-118.29656 33.79583),26327,958,1288,,15,29
5053023051,01/02/2020,Single Family,3118 S LA SALLE AVE,LOS ANGELES,CA,90018,8,Champion Mortgage,Tina Simmons,972-894-9993,Carlos Sims,Carols Sims,11820   Cherrylee DR  El Monte CA 91732,626-485-8889,-118.30518,34.0259,POINT (-118.30518 34.0259),23079,688,910,7,14,32
2531020007,01/06/2020,Single Family,11955 W GAGER ST,LOS ANGELES,CA,91342,7,New American Funding,Regina Noble,714-848-7920,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.39369,34.28076,POINT (-118.39369 34.28076),18912,16,1559,,1,9
2237003003,01/07/2020,Single Family,6742 N SYLMAR AVE,VAN NUYS,CA,91405,2,Rediger Investment Mortgage Fund,Daren Rediger,818-842-2312,Rediger Investment Corp.,Daren Rediger,500  E Olive AVE  Burbank CA 91501,818-842-2312,-118.44634,34.19336,POINT (-118.44634 34.19336),19733,236,316,,5,18
5071022050,01/14/2020,Multi-Family,4723 W ST ELMO DR,LOS ANGELES,CA,90019,10,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.34108,34.0431,POINT (-118.34108 34.0431),23080,650,1106,,12,69
6055023027,03/05/2020,Single Family,9628 S HOBART BLVD,LOS ANGELES,CA,90047,8,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.30772,33.94776,POINT (-118.30772 33.94776),23678,779,1169,7,14,20
5561024006,01/09/2020,Single Family,1424 N TANAGER WAY,HOLLYWOOD,CA,90069,4,JP Morgan Chase NA,Amy Lott,888-310-1506,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.38541,34.09726,POINT (-118.38541 34.09726),24034,459,729,,7,81
2727022050,01/20/2020,Single Family,22515 W SOUTH SUMMIT RIDGE CIR,LOS ANGELES,CA,91311,12,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Oak River Property Management,Joe Breckner,12930   Ventura BLVD 202 Studio City CA 91604,818-528-2291,-118.61733,34.23973,POINT (-118.61733 34.23973),4284,96,370,53,2,43
5473014005,01/14/2020,Single Family,4188 N YORK BLVD,LOS ANGELES,CA,90065,14,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.22688,34.12368,POINT (-118.22688 34.12368),24030,382,373,,9,56
2028012015,01/28/2020,Single Family,23601 W VANOWEN ST,LOS ANGELES,CA,91307,12,"U.S. Bank National Association, as Indenture Trustee on behalf of and with respect to Ajax Mortgage",Daleana Bautista,503-505-5645,Atesa Real Estate,Thessy Onyededum,21151  S western AVE  Los Angeles CA 99501,760-691-9118,-118.64051,34.19337,POINT (-118.64051 34.19337),4283,301,1476,,2,44
2362014157,02/12/2020,Single Family,12837 W MOORPARK ST,LOS ANGELES,CA,91604,2,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.41268,34.15051,POINT (-118.41268 34.15051),8492,345,966,,5,84
4412021011,01/20/2020,Single Family,15240 W EARLHAM ST,LOS ANGELES,CA,90272,11,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.52663,34.03729,POINT (-118.52663 34.03729),25066,838,1386,,10,
6014030001,03/03/2020,Single Family,1158 W 70TH ST,LOS ANGELES,CA,90044,8,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.29565,33.97611,POINT (-118.29565 33.97611),23675,771,1160,7,14,35
2615007006,01/07/2020,Single Family,10956 N COLUMBUS AVE,LOS ANGELES,CA,91345,7,JOSE AGUILAR C/O RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.46367,34.26915,POINT (-118.46367 34.26915),19330,70,302,,1,4
5048018004,02/26/2020,Single Family,5571 W BODEN ST,LOS ANGELES,CA,90016,10,Bayview Loan Servicing/Bayview Representative,Frances Guerra,954-590-7161,Standard Field Services LLC,David Euredjian,5160   VAN NUYS BLVD 365 SHERMAN OAKS CA 91403,323-363-4863,-118.36815,34.02828,POINT (-118.36815 34.02828),23077,667,1119,,12,17
2107004009,01/07/2020,Single Family,20402 W LANARK ST,LOS ANGELES,CA,91306,3,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.57747,34.21809,POINT (-118.57747 34.21809),4282,274,431,,4,66
2697003008,01/20/2020,Single Family,17272 W SIMONDS ST,LOS ANGELES,CA,91344,12,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.51012,34.27642,POINT (-118.51012 34.27642),19329,78,1414,,2,79
4115025011,01/14/2020,Multi-Family,7839 W MANCHESTER AVE,LOS ANGELES,CA,90293,11,Clifford Douglas,Clifford Douglas,858-756-0409,Douglas Trusts,Clifford Douglas,18511   Via De Las Flores  2729 Rancho Santa Fe CA 92067,858-756-0409,-118.43402,33.95995,POINT (-118.43402 33.95995),25075,929,1141,10,10,16
2661018018,01/20/2020,Single Family,15724 W LEMARSH ST,LOS ANGELES,CA,91343,12,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.47483,34.25539,POINT (-118.47483 34.25539),18914,76,251,,2,88
5183006006,01/16/2020,Single Family,163 N CHICAGO ST,LOS ANGELES,CA,90033,14,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.21174,34.0459,POINT (-118.21174 34.0459),23450,522,350,,9,38
5051010027,03/13/2020,Single Family,2849 S 12TH AVE,LOS ANGELES,CA,90018,10,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.33182,34.02967,POINT (-118.33182 34.02967),23079,662,920,7,12,19
5082018026,01/07/2020,Single Family,1050 S PLYMOUTH BLVD,LOS ANGELES,CA,90019,10,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.32732,34.05415,POINT (-118.32732 34.05415),23080,614,1345,,12,52
4229019130,01/24/2020,Single Family,13700 W MARINA POINTE DR,LOS ANGELES,CA,90292,11,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.44503,33.98482,POINT (-118.44503 33.98482),25074,914,949,10,10,30
6003001028,01/14/2020,Multi-Family,5840 S NORMANDIE PL,LOS ANGELES,CA,90044,9,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.29998,33.98846,POINT (-118.29998 33.98846),23675,768,1157,7,13,2
5044030026,01/23/2020,Single Family,3604 S 5TH AVE,LOS ANGELES,CA,90018,10,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,The Herac Group,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,909-481-1100,-118.32226,34.02263,POINT (-118.32226 34.02263),23079,661,921,7,12,19
2335036013,01/15/2020,Single Family,11445 W CALVERT ST,LOS ANGELES,CA,91606,2,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,The Herac Group,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,909-481-1100,-118.38065,34.18134,POINT (-118.38065 34.18134),8889,195,277,,5,13
5210002006,01/09/2020,Single Family,2059 N DALY ST,LOS ANGELES,CA,90031,1,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.21568,34.06914,POINT (-118.21568 34.06914),23448,492,721,,11,1
2249021007,01/28/2020,Single Family,14800 W MCCORMICK ST,VAN NUYS,CA,91411,4,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.45544,34.16575,POINT (-118.45544 34.16575),19732,247,666,,7,83
6004011005,01/15/2020,Multi-Family,6113 S MENLO AVE,LOS ANGELES,CA,90044,9,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Aaron Trevethan,27071   Cabot RD 119 LAGUNA HILLS CA 92653,949-612-0342,-118.28936,33.98425,POINT (-118.28936 33.98425),23675,766,585,7,13,2
4419018050,03/18/2020,Single Family,16959 W DULCE YNEZ LANE,LOS ANGELES,CA,90272,11,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,-118.55077,34.04674,POINT (-118.55077 34.04674),25066,836,1392,,10,
2870014022,01/29/2020,Single Family,18100 W GUILDFORD LANE,LOS ANGELES,CA,91326,12,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.52912,34.27987,POINT (-118.52912 34.27987),18905,63,1532,,2,48
2369027074,03/06/2020,Single Family,11815 W LAURELWOOD DR,LOS ANGELES,CA,91604,2,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,"Kash Construction and Management, INC.",Kash Rob,533  S Los Angeles ST  LOS ANGELES CA 90013,213-612-4995,-118.38983,34.14073,POINT (-118.38983 34.14073),8492,351,1353,,5,84
4007013007,01/25/2020,Single Family,6302 S 6TH AVE,LOS ANGELES,CA,90043,8,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.32341,33.98288,POINT (-118.32341 33.98288),23674,754,1506,7,14,24
2668011013,01/27/2020,Single Family,10551 N DEMPSEY AVE,LOS ANGELES,CA,91344,12,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.47735,34.26257,POINT (-118.47735 34.26257),19329,75,394,,2,79
