APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Management Contact Phone,Longitude,Latitude,Property on Map,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
2027047012,10/14/2019,Single Family,7333 N HILLSVIEW CT,LOS ANGELES,CA,91307,12,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,-118.65166,34.20501,POINT (-118.65165999999999 34.20501),4283,282,1548,,2,44
5206024004,07/19/2019,Single Family,458 E CLIFTON ST,LOS ANGELES,CA,90031,1,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.20845,34.07914,POINT (-118.20845 34.07914),23448,489,607,,11,1
2202005025,01/17/2019,Single Family,17340 W STAGG ST,LOS ANGELES,CA,91325,12,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.51145,34.21193,POINT (-118.51145 34.21193),18514,252,259,,2,65
4108023037,02/04/2019,Single Family,6326 W 83RD ST,LOS ANGELES,CA,90045,11,Anchor Loans,Dannielle Gates,818-836-1485,Anchor Loans LP,Anthony Martinez,"5230   5230 Las Virgenes Rd., Ste. 105   Calabasas CA 91302",310-395-0010,-118.39733,33.96349,POINT (-118.39733 33.96349),23676,932,1149,10,10,16
2237004025,03/21/2019,Single Family,6711 N TYRONE AVE,VAN NUYS,CA,91405,2,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,-118.44448,34.19254,POINT (-118.44447999999998 34.19254),19733,236,316,,5,18
5015010016,11/20/2019,Multi-Family,5158 1/2 S GRAMERCY PL,LOS ANGELES,CA,90062,8,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,-118.3137,33.9957,POINT (-118.3137 33.9957),24027,742,1043,7,14,35
2229037020,01/02/2019,Single Family,6858 N LASAINE AVE,LOS ANGELES,CA,91406,6,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.51085,34.19552,POINT (-118.51085 34.19552),19734,260,1091,,3,61
2506034117,01/21/2019,Single Family,12580 N SAN FERNANDO RD,SYLMAR,CA,91342,7,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.4577,34.2988,POINT (-118.4577 34.2988),18912,60,363,,1,47
2369033013,11/26/2019,Single Family,11685 W PICTURESQUE DR,LOS ANGELES,CA,91604,2,BSI Financial Services,customer care,800-327-7861,BSI Financial,registrations dept,5716   Corsa AVE  Westlake Village CA 91362,800-327-7861,-118.38661,34.13997,POINT (-118.38660999999999 34.13997),8492,351,1353,,5,84
2685010007,01/04/2019,Single Family,10021 N HAYVENHURST AVE,LOS ANGELES,CA,91343,12,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.49381,34.25274,POINT (-118.49381000000001 34.25274),18914,85,393,,2,88
2524021020,01/11/2019,Single Family,13279 W VAUGHN ST,LOS ANGELES,CA,91340,7,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.42245,34.28182,POINT (-118.42245000000001 34.28182000000001),18910,23,375,,1,11
2405005016,09/13/2019,Single Family,7759 N ARCOLA AVE,LOS ANGELES,CA,91352,2,Champion Mortgage,Jennifer Hathaway,972-894-2950,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.3532,34.21193,POINT (-118.3532 34.21193),19335,167,1375,,5,21
2689002046,11/07/2019,Single Family,8539 N GOTHIC AVE,LOS ANGELES,CA,91343,12,"Deutsche Bank National Trust Company, as Trustee",Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.48905,34.22598,POINT (-118.48905000000002 34.22598),18914,120,422,,2,88
5118019019,01/21/2019,Single Family,1554 E 24TH ST,LOS ANGELES,CA,90011,9,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,-118.24481,34.01554,POINT (-118.24481000000002 34.01554),22727,707,969,7,13,6
5586010009,03/22/2019,Multi-Family,6042 W GRACIOSA DR,LOS ANGELES,CA,90068,4,Mr. Cooper LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.32088,34.1124,POINT (-118.32088000000002 34.1124),24033,405,552,,7,64
5115021013,01/21/2019,Multi-Family,849 1/2 E 42ND ST,LOS ANGELES,CA,90011,9,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.26075,34.00762,POINT (-118.26075000000002 34.00762),22727,713,664,7,13,
2105015004,01/07/2019,Single Family,8037 N TUNNEY AVE,LOS ANGELES,CA,91335,3,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.55706,34.21661,POINT (-118.55706 34.21661),18909,255,1545,,4,12
2224007044,01/21/2019,Single Family,15942 W VOSE ST,VAN NUYS,CA,91406,6,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.48093,34.19833,POINT (-118.48093 34.19833),19734,224,294,,3,61
2653004194,11/11/2019,Single Family,8834 N WILLIS AVE,LOS ANGELES,CA,91402,6,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,-118.45515,34.23088,POINT (-118.45514999999999 34.23088),19730,149,667,,3,59
2718022016,01/03/2019,Single Family,10901 N DES MOINES AVE,LOS ANGELES,CA,91326,12,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,"Zieve, Brodnax, & Steele, LLP c/o Bron Inc",Bron Inc,30   Corporate PARK 450 IRVINE CA 92606,877-338-3791,-118.55473,34.26802,POINT (-118.55473 34.26802),18905,80,226,,2,77
4355009012,01/09/2019,Single Family,1666 N SUMMITRIDGE DR,LOS ANGELES,CA,90210,5,Mitali Parmar,Mitali Parmar,404-353-9906,RESS Financial Corp,Christopher Loria,1780   Town & Country DR 105 Norco CA 92860,800-343-7377,-118.41922,34.10092,POINT (-118.41922000000001 34.10092),24346,826,723,,6,81
2616003006,01/02/2019,Single Family,14058 W FOX ST,LOS ANGELES,CA,91340,7,"Trustee Corps, Bayview Loan Servicing",Madeline DeFranco,305-631-3760,Safeguard c/o Bron Inc Jefferson,Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,-118.43992,34.27594,POINT (-118.43992 34.27594),18910,71,378,,1,4
5022026018,07/22/2019,Single Family,4170 S 3RD AVE,LOS ANGELES,CA,90008,10,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.32022,34.00824,POINT (-118.32021999999999 34.00824),22725,747,1019,7,12,54
5549008006,02/20/2019,Single Family,7016 W MACAPA DR,LOS ANGELES,CA,90068,4,"Del Toro Loan Servicing, Inc.",LaTonya Coleman,619-474-5400,LRES Corp.,Kathy Golden,765   The City Drive South  300 Orange CA 92868,800-434-6125,-118.34361,34.11713,POINT (-118.34361 34.11713),24033,350,627,46,7,82
6121017022,01/07/2019,Single Family,756 W 173RD PL,LOS ANGELES,CA,90247,15,Caliber Home Loans,Kandyce Hughes,214-874-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,-118.28999,33.87362,POINT (-118.28999 33.87362000000001),24684,942,779,7,15,53
5066019014,01/03/2019,Single Family,1754 S FAIRFAX AVE,LOS ANGELES,CA,90019,10,"CALIBER HOME LOANS, INC.",CHRISTINE CAYANAN,214-874-4174,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.36854,34.0441,POINT (-118.36854 34.0441),23080,643,1350,,12,23
7422019028,01/01/2019,Single Family,406 E M ST,LOS ANGELES,CA,90744,15,"Wells Fargo Bank, N.A. c/o Select Portfolio Servicing",N/A N/A,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.25809,33.78895,POINT (-118.25809 33.78895),3350,961,640,,15,15
7465025013,07/03/2019,Single Family,3133 S PACIFIC AVE,SAN PEDRO,CA,90731,15,Freedom Mortgage Corp c/o LoanCare LLC,Tara Williams,757-452-5240,"Incorp Services, Inc",Registrations Department,5716   Corsa Ave Suite 110   Westlake Village CA 91362,888-727-6303,-118.28813,33.71543,POINT (-118.28813000000001 33.71543),3342,987,827,15,15,33
6083008062,02/26/2019,Single Family,302 E 116TH PL,LOS ANGELES,CA,90061,15,international city mortgage,registration dept,757-955-8014,First Allegiance,Registration Department,5716   Corsa AVE 110 Westlake Village CA 91362,888-727-6303,-118.26936,33.92814,POINT (-118.26936 33.92814),24355,809,1194,7,15,53
2171003021,06/25/2019,Single Family,21421 W IBANEZ AVE,LOS ANGELES,CA,91364,3,First American Trustee Servicing Solutions - Jefferson,Eric Moore,877-338-3791,Safeguard c/o Bron Inc Jefferson,Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,-118.59692,34.15673,POINT (-118.59692000000001 34.15673),19346,314,653,23,4,49
2528016013,01/01/2019,Single Family,10157 N WEALTHA AVE,LOS ANGELES,CA,91352,7,Wells Fargo Bank co select portfolio servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.37653,34.25482,POINT (-118.37653000000002 34.25482),19335,155,1222,8,1,9
2307023032,05/22/2019,Single Family,12235 W COVELLO ST,LOS ANGELES,CA,91605,2,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,-118.39978,34.20814,POINT (-118.39978 34.20814),8888,178,1273,,5,14
2028012015,12/18/2019,Single Family,23601 W VANOWEN ST,LOS ANGELES,CA,91307,12,GREGORY FUNDING,DALEANA BAUTSITA,503-505-5645,Atesa Real Estate,Thessy Onyededum,21151  S western AVE  Los Angeles CA 99501,760-691-9118,-118.64051,34.19337,POINT (-118.64051 34.19337),4283,301,1476,,2,44
2755012033,01/02/2019,Single Family,17412 W KINZIE ST,LOS ANGELES,CA,91325,12,Selene Finance - Jefferson Office,Eric Moore,877-338-3791,M&M Mortgage co,DEBORAH PRADO,12901  SW 132nd AVE  miami FL 33186,800-336-4890,-118.5147,34.24842,POINT (-118.51470000000002 34.24842),18514,104,1535,,2,87
5682028022,09/06/2019,Single Family,2750 W ROCK GLEN AVE,LOS ANGELES,CA,90041,14,First American Trust,Sonia LaRiccia,866-533-6600,Expert Real Estate & Investment,Caroline Grim,9447   Firestone BLVD  Downey CA 90241,562-861-4311,-118.22563,34.14014,POINT (-118.22563 34.14014),23672,355,570,,9,60
5539019006,11/26/2019,Single Family,711 N HOOVER ST,LOS ANGELES,CA,90029,13,BSI Financial Services,customer care,800-327-7861,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,-118.28459,34.08399,POINT (-118.28459000000001 34.08399),23447,436,522,,8,58
2715026046,11/08/2019,Single Family,11200 N CANBY AVE,LOS ANGELES,CA,91326,12,"Trojan Capital Investments, LLC",Don Madden,877-684-9517,Apex Construction Services,Kuhn Mat,3600   Ocean Ranch BLVD  Oceanside CA 92056,760-634-6589,-118.53475,34.27374,POINT (-118.53475000000002 34.27374),18905,82,1415,,2,87
2646015010,10/22/2019,Single Family,13619 W GAIN ST,LOS ANGELES,CA,91331,7,CALIBER HOME LOANS,CHRISTINE COLLIER,214-874-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,-118.42974,34.25281,POINT (-118.42974 34.25281),18907,26,408,,1,11
2115018017,05/29/2019,Single Family,7312 N JUMILLA AVE,LOS ANGELES,CA,91306,3,Cenlar FSB,ATHENA SANTOS,720-945-5431,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.56325,34.20325,POINT (-118.56325000000001 34.20325),4282,290,1462,,4,66
2668015026,08/27/2019,Single Family,10424 N DENSMORE AVE,LOS ANGELES,CA,91344,12,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.47814,34.26006,POINT (-118.47814000000001 34.26006),19329,75,394,,2,79
2156005014,01/02/2019,Single Family,5701 N BECKFORD AVE,LOS ANGELES,CA,91356,3,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,801-461-8200,-118.55161,34.17439,POINT (-118.55161000000001 34.17439),19339,317,1493,,4,10
5534023015,07/24/2019,Multi-Family,6037 1/4 W ROMAINE ST,LOS ANGELES,CA,90038,13,Fay Servicing,Eric Moore,877-338-3791,MCS-Bron,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,813-387-8306,-118.32354,34.08904,POINT (-118.32354 34.08904),23669,442,447,,8,57
2027006014,06/25/2019,Single Family,7361 N WOODVALE CT,LOS ANGELES,CA,91307,12,"BAHMAN-JANBAKHSH,C/O RUSHMORE LOAN MANAGEMENT SERVICES",PROPERTY PRESERVATION,949-341-5601,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.63278,34.20382,POINT (-118.63278 34.20382),4283,283,1471,,2,44
4368023004,10/22/2019,Single Family,879 N LINDA FLORA DR,LOS ANGELES,CA,90049,5,"8BC Loan Fund, LLC",Young Kim,323-538-5838,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,-118.46589,34.08281,POINT (-118.46588999999999 34.08281),23680,829,774,,6,81
5109013033,07/25/2019,Multi-Family,4440 1/2 S CROCKER ST,LOS ANGELES,CA,90011,9,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.26857,34.00266,POINT (-118.26857 34.00266),22727,716,1342,7,13,
2047008002,01/01/2019,Single Family,23848 W KILLION ST,LOS ANGELES,CA,91367,3,US BANK NA co SELECT PORTFOLIO SERVICING,SELECT SERVICING,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.64658,34.1688,POINT (-118.64658000000001 34.1688),19347,303,1483,,4,49
5218005041,12/17/2019,Multi-Family,3073  CHADWICK DR,LOS ANGELES,CA,90032,14,"Real Property Trustee, Inc.",Mike Kemel,877-770-2132,NULL,NULL,,NULL,-118.17231,34.08143,POINT (-118.17231 34.08143),23449,504,775,,9,91
4303035047,01/03/2019,Single Family,8559 W ALCOTT ST 1-20,LOS ANGELES,CA,90035,5,"CALIBER HOME LOANS, INC.",KANDYCE HUGHES,214-874-4174,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.37812,34.05289,POINT (-118.37811999999998 34.05289),23666,645,709,,6,95
2103011010,12/04/2019,Single Family,8004 N WILBUR AVE,LOS ANGELES,CA,91335,3,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.54464,34.21597,POINT (-118.54464 34.215970000000006),18909,255,1546,,4,12
4368023028,11/20/2019,Single Family,883 N LINDA FLORA DR,LOS ANGELES,CA,90049,5,Maxvi 1 LLC,Ross Miller,949-748-6285,NULL,NULL,,NULL,-118.4655,34.08274,POINT (-118.4655 34.08274),23680,829,774,,6,81
2580018255,07/30/2019,Single Family,13151 N MIRA MAR DR,LOS ANGELES,CA,91342,7,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.40547,34.31186,POINT (-118.40547 34.31186),18912,40,367,,1,47
6058027020,12/31/2019,Single Family,10614 S GRAMERCY PL,LOS ANGELES,CA,90047,8,PennyMac Loan Services,Eric Moore,877-338-3791,Safeguard Properties Bron Inc,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,-118.31325,33.9395,POINT (-118.31325 33.9395),23678,779,1170,7,14,20
6117010016,04/30/2019,Single Family,834 W 123RD ST,LOS ANGELES,CA,90044,15,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.29032,33.92102,POINT (-118.29032 33.92102),23675,938,803,7,15,53
6055002024,12/04/2019,Single Family,9437 S LA SALLE AVE,LOS ANGELES,CA,90047,8,U.S. Bank N.A.,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.30586,33.94993,POINT (-118.30585999999998 33.94993),23678,779,1169,7,14,20
2615007006,01/09/2019,Single Family,10956 N COLUMBUS AVE,LOS ANGELES,CA,91345,7,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.46367,34.26915,POINT (-118.46367 34.26915),19330,70,302,,1,4
2724001037,01/17/2019,Single Family,10214 N LARWIN AVE 1-7,LOS ANGELES,CA,91311,12,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Rushmore Loan Management Services LLC,Rushmore Aquisitions,15480   Launa Canyon RD 100 Irvine CA 92618,888-504-6700,-118.61463,34.25633,POINT (-118.61463000000002 34.25633),4284,88,1252,,2,43
6015011011,11/25/2019,Single Family,1618 W 65TH PL,LOS ANGELES,CA,90047,8,Quicken Loan Servicing,Eric Moore,877-338-3791,ServiceLink,Lori Fryer,10385   Westmoor Dr 100 Westminster CO 80021,440-829-8258,-118.30525,33.97973,POINT (-118.30524999999999 33.97973),23678,770,1158,7,14,35
6016005008,04/22/2019,Single Family,1830 W 64TH ST,LOS ANGELES,CA,90047,8,PennyMac Loan Services,Property Preservation,866-695-4122,Safeguard,Code Compliance,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,-118.31002,33.98129,POINT (-118.31002 33.98129),23678,770,1055,7,14,35
2148020001,01/29/2019,Single Family,20611 W LEMAY ST,LOS ANGELES,CA,91306,3,"THE BANK OF NEW YORK MELLON c/o Bayview Loan Servicing, LLC",Michael Lopata,954-590-7161,"M&M MORTGAGE SERVICES, INC.",Frances Guerra,2031  E Cerritos AVE  Anaheim CA 92806,786-871-0818,-118.58204,34.19139,POINT (-118.58204 34.19139),4282,294,1547,,4,66
4007004006,12/16/2019,Single Family,6023 S 3RD AVE,LOS ANGELES,CA,90043,8,SUPERIOR LOAN SERVICING,BARRY HARARI,818-483-0027,Law Offices of Les Zieve,Reyna Ailima,18377   BEACH BLVD 210 HUNTINGTON BEACH CA 92648,714-848-7920,-118.32074,33.98481,POINT (-118.32073999999999 33.98481),23674,754,1506,7,14,24
5186008027,01/01/2019,Multi-Family,522 S BERNAL AVE,LOS ANGELES,CA,90063,14,"U.S. Bank N.A., c/o Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.1992,34.03228,POINT (-118.19920000000002 34.03228),24028,518,956,,9,38
5188011016,07/29/2019,Single Family,1063 S LOS PALOS ST,LOS ANGELES,CA,90023,14,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Property Preservation,7887   Safeguard Circle   Valley View OH 44125,800-852-8306,-118.19416,34.02122,POINT (-118.19415999999998 34.02122),23441,527,957,,9,38
2545009013,01/08/2019,Single Family,9928 N SUNLAND BLVD,LOS ANGELES,CA,91040,7,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,-118.3458,34.25119,POINT (-118.3458 34.25119),3221,10,1373,8,1,9
2139014013,11/01/2019,Single Family,6538 N MOORCROFT AVE,LOS ANGELES,CA,91303,3,Freedom Mortgage,VPR DEPT,317-537-3748,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.61101,34.18956,POINT (-118.61101 34.18956),4278,297,1473,,4,49
2644029067,01/23/2019,Single Family,14510  TUPPER ST,LOS ANGELES,CA,91402,6,"CRV Classic Properties, LP",Randy Esposito,714-624-4570,NULL,NULL,,NULL,-118.4475,34.23914,POINT (-118.4475 34.23914),19730,136,319,,3,59
5028014009,11/29/2019,Single Family,4213 S DON ALEGRE PL,LOS ANGELES,CA,90008,8,The Rama Fund LLC,Ted Boadi,818-914-3000,Property Management Co.,Jeff Chambers,6913   INWOOD DR  BAKERSFIELD CA 93309,661-831-3140,-118.35183,34.00977,POINT (-118.35183 34.00977),22725,765,1027,7,14,54
5301012029,01/08/2019,Multi-Family,559 1/2 E COLEMAN AVE,LOS ANGELES,CA,90042,14,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,-118.18387,34.1026,POINT (-118.18387000000001 34.1026),23673,373,603,,9,92
2424018020,07/26/2019,Single Family,10413 W BLOOMFIELD ST,LOS ANGELES,CA,91602,4,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.35757,34.14959,POINT (-118.35757 34.14959),8489,342,702,,7,5
2128012021,11/20/2019,Single Family,19029 W CALVERT ST,LOS ANGELES,CA,91335,3,First American Trustee Servicing Solutions - Jefferson,Eric Moore,877-338-3791,Logix Federal Credit Union,Katie Briggs,2340  N Hollywood WAY  Burbank CA 91505,818-565-2191,-118.54789,34.18181,POINT (-118.54789000000001 34.18181),18909,270,889,,4,10
2027043022,02/28/2019,Single Family,7301 N RUTHERFORD HILL DR,LOS ANGELES,CA,91307,12,Mr. Cooper LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.65129,34.20365,POINT (-118.65129000000002 34.20365),4283,282,1548,,2,44
2688029034,11/27/2019,Single Family,8801 N WHITAKER AVE,LOS ANGELES,CA,91343,12,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Elizabeth Acosta,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,929-481-1100,-118.5001,34.23056,POINT (-118.5001 34.23056),18914,119,1417,,2,65
2637024024,11/19/2019,Single Family,8441 N MINUET PL,LOS ANGELES,CA,91402,6,"The JMM Revocable Trust Dated July 15, 2014",Alla Kulikova,310-975-5580,NULL,NULL,,NULL,-118.43345,34.22453,POINT (-118.43345 34.22453),19730,151,1040,,3,59
2163011017,11/08/2019,Single Family,19243 W SANTA RITA ST,LOS ANGELES,CA,91356,3,"Trojan Capital Investments, LLC",Don Madden,877-684-9517,Trojan Capital Investments,Thanh Vo,2681   San Miguel Drive  316 Newport Beach CA 92660,877-684-9517,-118.5524,34.16773,POINT (-118.5524 34.16773),19339,321,1494,,4,10
6018018026,01/01/2019,Single Family,7711 S HARVARD BLVD,LOS ANGELES,CA,90047,8,"Deutsche Bank, c/o Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.30694,33.96971,POINT (-118.30694000000001 33.96971),23678,778,355,7,14,20
2686027017,07/18/2019,Single Family,16955 W LABRADOR ST,LOS ANGELES,CA,91343,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,-118.50206,34.24945,POINT (-118.50206000000001 34.24945),18914,119,1281,,2,87
2648017013,01/11/2019,Single Family,14637 W KINGSBURY ST,LOS ANGELES,CA,91345,7,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,-118.45088,34.26364,POINT (-118.45088 34.26364),19330,72,303,,1,4
5070002022,12/11/2019,Multi-Family,1342 S MANSFIELD AVE,LOS ANGELES,CA,90019,10,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.34518,34.04909,POINT (-118.34517999999998 34.04909),23080,647,1352,,12,23
2688013023,08/12/2019,Single Family,8816 N VALJEAN AVE,LOS ANGELES,CA,91343,12,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.48717,34.23068,POINT (-118.48717000000002 34.23068),18914,120,422,,2,88
5034002052,07/30/2019,Single Family,3890 S WESTSIDE AVE,LOS ANGELES,CA,90008,10,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.32693,34.01479,POINT (-118.32693000000002 34.01479),22725,747,1015,7,12,54
2176028001,05/20/2019,Single Family,4935 N BREWSTER DR,LOS ANGELES,CA,91356,3,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.54408,34.16073,POINT (-118.54408000000001 34.16073000000001),19339,329,1557,,4,10
